Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2560785660,1136896124,10409797649,12292770631,12582122604,12226514722,11749620620,11186734674,11425755280,13108769496,13996719329,..
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,984297589.4,4544575152,4087561650,4464502434,4587741791,4053097851,4373958354,4844606146,5504255214,5542577965,..
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,30180108562,38857251336,1.01E+11,98266306615,1.07E+11,1.10E+11,1.01E+11,1.03E+11,1.10E+11,1.18E+11,1.20E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,..,5656473652,14381552433,16350804543,16974320551,17716084108,15950969019,11936999283,13219084261,14845870051,15291448212,..
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,..,8905066164,59977326086,59937797559,60269734045,65446199788,67822772707,67184236747,68945867478,76168043982,76085852617,..
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,2785764518,3833993703,12343501808,13041886316,12011207741,12356482989,11272143473,10665634688,12741746524,13454211344,12366528259,..
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,66055407.67,96927201.48,98491843.64,104654365.2,86779266.16,100087349,109585941.6,124021393.7,118223430.1,..
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,3627562403,5494252208,18913574371,18851513891,19271168018,20002968838,21410840909,21185922408,25180583770,29173513476,30641380604,..
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,3.18E+11,4.16E+11,9.04E+11,8.39E+11,8.77E+11,8.91E+11,7.65E+11,7.84E+11,8.34E+11,9.14E+11,9.07E+11,..
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,2529310104,2682347064,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,45495129385,52623281957,1.69E+11,1.76E+11,1.91E+11,2.01E+11,1.77E+11,1.88E+11,2.05E+11,2.08E+11,2.07E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,1009455484,5107329007,9774262742,10532049077,10982938826,11880434071,12756706583,13286083645,13785909906,13063904770,12520915291,..
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,3512356353,2236185390,8772951262,9426913349,10224897935,10862944204,9685577941,10355006770,11189541083,12846952857,12911689659,..
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,54035795388,69448756933,4.05E+11,4.56E+11,5.09E+11,5.47E+11,4.87E+11,4.05E+11,3.76E+11,3.97E+11,4.48E+11,..
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,4699646643,3772851420,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861,11307058382,12683073866,12547040499,..
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,733000000,751000000,782000000,845000000,931000000,1250000000,1601000000,1323000000,..,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,1.20E+11,1.71E+11,4.98E+11,5.10E+11,5.23E+11,4.98E+11,3.86E+11,3.69E+11,3.98E+11,4.34E+11,4.03E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,11685045514,19507452508,67872692582,76511059936,78555637365,80686854743,68399663322,65480507171,70598026283,79788768969,76331518669,..
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010423970,82017743416,2.14E+11,2.24E+11,2.31E+11,2.44E+11,2.71E+11,2.79E+11,3.05E+11,3.15E+11,2.78E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,..,146297500,196911100,212397800,221117200,241669800,280457700,295065400,286106800,280435700,268354919.4,..
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6433967000,12304115000,34686200000,40429700000,45600000000,49921500000,54091700000,57907700000,62219000000,65128200000,66800800000,..
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219730365,3521339699,17984910496,21295659249,21261432775,23210682537,21723531182,20759069105,22742613549,24109509856,24829107011,..
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5812114523,8855705140,33715524704,33283228891,38585317743,40276532541,36164068797,36054281572,39008900332,40384691791,38145288940,..
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,26410386669,51744749133,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11,2.22E+11,2.27E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,44311593756,83670261708,2.34E+11,2.62E+11,2.84E+11,2.97E+11,3.06E+11,3.19E+11,3.28E+11,3.47E+11,3.77E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,65977749037,1.72E+11,5.28E+11,4.99E+11,5.21E+11,5.42E+11,4.78E+11,4.73E+11,5.27E+11,5.87E+11,5.96E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,78713860217,1.18E+11,2.45E+11,2.16E+11,2.26E+11,2.30E+11,1.99E+11,2.06E+11,2.21E+11,2.42E+11,2.39E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701800000,1.00E+11,1.02E+11,1.02E+11,1.02E+11,1.03E+11,1.04E+11,1.03E+11,1.01E+11,1.05E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439423,17759890110,1.68E+11,1.87E+11,1.99E+11,2.06E+11,1.62E+11,1.52E+11,1.61E+11,1.83E+11,1.76E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,38995454545,37253259017,1.83E+11,1.71E+11,1.91E+11,2.00E+11,1.78E+11,1.88E+11,2.12E+11,2.41E+11,2.50E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,5.17E+11,2.60E+11,2.05E+12,2.21E+12,2.29E+12,2.06E+12,1.36E+12,1.28E+12,1.57E+12,1.67E+12,1.70E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2550185618,2068929592,6884889636,7655138385,7819538349,8246166341,8545441361,8697268916,9253098954,9635951160,10354417725,..
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,125766269.8,269019710.3,737401692.2,760549587.1,770021664,756919917.3,788307330.6,799376439.5,832153612.6,821496064.5,852250191,..
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,1005159388,1813752784,1604779648,1678841812,1673973695,1419394771,1468377272,1528630707,1655300873,..,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,231488665.2,250680453.1,300553785,346527949.8,316065369.9,345495358.4,375614556.4,412261829.6,418637389,..
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,1.18E+11,1.90E+11,6.71E+11,7.36E+11,7.47E+11,7.56E+11,6.54E+11,6.45E+11,6.89E+11,7.87E+11,7.93E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,7237100724,5924239701,17902207622,17824398469,18965572150,19797254643,17774766636,19040312815,20996564752,23236007428,23578084052,..
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,6875845987,49258136129,43309252921,48394239475,47062206678,39655958843,40692643373,44179055280,50640650221,51475016532,..
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,368584758.9,614879764.8,1065826670,1060226126,1328157609,1343007845,1377495054,1426651769,1524486800,1586009000,1703387387,..
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,649644826.8,635874002.2,2942546781,3801862611,4920343195,5015157816,4218723875,3674794530,3739577973,4085114794,4121733705,..
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,36144336769,96074477958,2.79E+11,2.95E+11,3.08E+11,3.15E+11,3.08E+11,3.19E+11,3.42E+11,3.73E+11,3.72E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,936089385.5,985865921.8,1022905028,1245251397,1253072626,1263687151,1191620112,1185474860,..,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,12747380650,29169953013,99122802874,94534730681,98848641555,1.01E+11,88467555244,89655253976,95494424979,1.06E+11,1.05E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,18198199153,20289627637,51516366655,46580457470,48401896808,49930685013,43090173395,44736333522,48586603448,54161636035,54174227309,..
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,208003796.3,429169368.6,1049952233,1190994127,1284698922,1335538893,1307061544,1378551118,1483758907,1593964162,1589913622,..
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,917044228,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,1.16E+11,1.36E+11,4.16E+11,3.96E+11,3.67E+11,3.51E+11,3.18E+11,2.96E+11,3.50E+11,3.68E+11,3.51E+11,..
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,14907308933,11931472169,18426469017,13962212847,11997800760,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,5.37E+11,5.97E+11,1.48E+12,1.32E+12,1.35E+12,1.37E+12,1.20E+12,1.23E+12,1.31E+12,1.42E+12,1.39E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,8032551173,16330814180,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87428125558,88425889592,84008783756,..
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,217259259.3,421473325.2,817759259.3,800414814.8,839774074.1,916566666.7,923155555.6,971166666.7,996944444.4,1010822222,1053244444,..
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,579629629.6,932592592.6,1576988407,1605146778,1664816741,1755130815,1808079889,1865375222,1999090407,2065875074,2122450630,..
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,240365262.6,396261370.4,676129629.6,692933333.3,721207407.4,727714814.8,755400000,774429629.6,792177777.8,811300000,824718518.5,..
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,12408647541,12257418326,57060450038,52766746152,57730380600,64941713057,74294508240,51772232495,45021077955,33128480499,30513456085,..
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,388400000,947671969.7,4422276622,4980000000,5145757576,5240606061,4787367928,3128953537,3216207914,3464656616,3697371950,..
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,2.62E+11,2.63E+11,5.74E+11,5.52E+11,5.87E+11,5.82E+11,5.05E+11,5.16E+11,5.41E+11,5.55E+11,5.31E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,2.58E+11,2.72E+11,7.00E+11,6.68E+11,6.89E+11,7.09E+11,6.80E+11,6.71E+11,6.80E+11,7.05E+11,7.03E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,12308624284,19325894913,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2629395066,860521119.3,6522732203,7633049792,8448469838,9112544556,7854602392,6952678127,7157865188,7522947810,8116626794,..
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,4258743263,13375976354,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,58001200572,63177068175,..
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343063966,1.26E+11,3.71E+11,3.98E+11,4.20E+11,4.07E+11,4.01E+11,4.13E+11,4.56E+11,5.07E+11,5.44E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,..,367087900,1054725400,1147779600,1395524600,1447311400,1594410800,1650608600,1599338100,1559894900,2017924900,..
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,1628427515,1488185772,3872459250,3873308389,4321655656,4574986537,4180866177,4486979198,4819949975,5364369026,5490272413,..
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,113563821.6,204849594.9,414523388.5,470714083.4,450643615.2,439878828,437006227.2,420540178.6,460379145,489235527.4,512350059.4,..
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,5068000000,8154338233,25433011405,25763220107,27268478565,27615843098,25062893969,22284780327,22474828527,23808146748,24269714810,..
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,12290568182,21473188882,45810626509,45044112939,46251061734,47632326088,43173480832,41801210428,39802430355,39770297329,38796687568,..
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,1.51E+11,2.74E+11,8.39E+11,8.81E+11,9.58E+11,9.39E+11,8.64E+11,8.70E+11,8.59E+11,7.78E+11,7.61E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,3189539641,2904662605,29233333333,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714,40761142857,..,..
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,..,..,728789600,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,..
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,8824447.74,13742057.05,38711810.21,37671774.69,37509075.11,37290607.54,35492074.22,36547799.58,40619251.99,42588164.97,47271463.33,..
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,4304398866,6193246837,27752712167,27188666947,28791625559,32472363452,32248116584,29078719934,30756466548,32916147253,35165157017,..
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,81456918679,31261527363,1.63E+11,1.76E+11,1.83E+11,1.34E+11,91030959455,93355993629,1.12E+11,1.31E+11,1.54E+11,..
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,50701443748,1.04E+11,3.51E+11,3.75E+11,3.90E+11,4.03E+11,3.58E+11,3.57E+11,3.86E+11,4.22E+11,4.21E+11,..
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,1.09E+12,1.66E+12,2.66E+12,2.70E+12,2.79E+12,3.06E+12,2.93E+12,2.69E+12,2.67E+12,2.86E+12,2.83E+12,..
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,5.96E+12,1.03E+13,1.55E+13,1.62E+13,1.68E+13,1.75E+13,1.82E+13,1.87E+13,1.95E+13,2.06E+13,2.14E+13,..
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,9298839655,22823255803,47962439303,51264390114,57531233351,57236013088,53274304222,52687612262,59530088537,59596885024,56045912953,..
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,13360607918,13760513969,56516280748,63628854499,68997168338,76658542757,81847410182,81779012351,59159945321,50392607758,57921286440,..
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,168879207.2,272014693.1,792149700.7,781702874.1,801787555.9,814954307,759689950.9,804332795.6,880043553.7,914700508.2,934239973.8,..
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,48598315565,1.17E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,6471740806,31172518403,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11,2.45E+11,2.62E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,..,..,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,..,4313600000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,5647119229,9652436180,32726417212,35401341663,40415235702,43206469767,42450620876,30935978724,26736139802,23486270352,22581081994,..
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,3285217391,3600683040,23459515276,25503060420,28045553105,27150728124,21243339048,20954754378,25868165345,26312140829,23309773923,..
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,8783816700,6689957600,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22040902300,24311560500,21440758800,..
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,4.47E+11,7.36E+11,2.49E+12,2.77E+12,2.86E+12,2.89E+12,2.53E+12,2.47E+12,2.52E+12,2.77E+12,2.82E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,18011676248,34198261849,69668274256,72051118642,73417589878,74433668499,72828471571,69191343076,71452564226,74967267520,77721714918,..
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,2.63E+11,4.28E+11,1.45E+12,1.35E+12,1.42E+12,1.46E+12,1.29E+12,1.32E+12,1.46E+12,1.64E+12,1.67E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,1.82E+12,3.31E+12,9.61E+12,1.01E+13,1.03E+13,1.06E+13,1.03E+13,1.06E+13,1.14E+13,1.16E+13,1.20E+13,..
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,4.74E+12,8.30E+12,1.97E+13,2.11E+13,2.13E+13,2.20E+13,2.19E+13,2.27E+13,2.42E+13,2.64E+13,2.70E+13,..
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,6.63E+11,1.74E+12,9.62E+12,1.07E+13,1.18E+13,1.28E+13,1.33E+13,1.36E+13,1.48E+13,1.66E+13,1.72E+13,..
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,6.62E+11,1.73E+12,9.60E+12,1.07E+13,1.18E+13,1.27E+13,1.33E+13,1.35E+13,1.48E+13,1.66E+13,1.72E+13,..
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,5.88E+12,6.48E+12,1.36E+13,1.26E+13,1.32E+13,1.35E+13,1.17E+13,1.20E+13,1.27E+13,1.37E+13,1.34E+13,..
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,8.85E+12,1.00E+13,2.33E+13,2.24E+13,2.34E+13,2.37E+13,2.05E+13,2.04E+13,2.16E+13,2.31E+13,2.28E+13,..
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,8.94E+11,6.62E+11,3.66E+12,3.90E+12,4.14E+12,3.84E+12,2.92E+12,2.77E+12,3.11E+12,3.19E+12,3.25E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,1.02E+12,8.94E+11,4.43E+12,4.63E+12,4.91E+12,4.64E+12,3.62E+12,3.49E+12,3.91E+12,4.08E+12,4.16E+12,..
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,6.50E+12,7.26E+12,1.57E+13,1.46E+13,1.53E+13,1.56E+13,1.35E+13,1.39E+13,1.48E+13,1.60E+13,1.56E+13,..
GDP (current US$),NY.GDP.MKTP.CD,Fragile and conflict affected situations,FCS,2.60E+11,4.12E+11,1.45E+12,1.68E+12,1.76E+12,1.92E+12,1.73E+12,1.55E+12,1.57E+12,1.70E+12,1.78E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,1.38E+11,1.69E+11,5.46E+11,5.81E+11,6.48E+11,6.83E+11,6.77E+11,6.70E+11,7.13E+11,7.59E+11,7.83E+11,..
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,1.90E+13,2.77E+13,4.92E+13,4.93E+13,4.99E+13,5.10E+13,4.82E+13,4.92E+13,5.15E+13,5.47E+13,5.51E+13,..
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,3.46E+12,5.81E+12,2.36E+13,2.51E+13,2.66E+13,2.75E+13,2.60E+13,2.62E+13,2.89E+13,3.08E+13,3.16E+13,..
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,3.80E+12,6.28E+12,2.53E+13,2.69E+13,2.85E+13,2.96E+13,2.80E+13,2.82E+13,3.10E+13,3.30E+13,3.39E+13,..
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,1.45E+11,2.06E+11,8.04E+11,8.90E+11,9.66E+11,1.04E+12,1.00E+12,9.31E+11,9.23E+11,9.64E+11,9.92E+11,..
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,1.96E+11,2.65E+11,8.54E+11,8.95E+11,9.98E+11,1.07E+12,1.10E+12,1.11E+12,1.19E+12,1.27E+12,1.33E+12,..
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,3.42E+11,4.73E+11,1.66E+12,1.79E+12,1.97E+12,2.11E+12,2.10E+12,2.04E+12,2.11E+12,2.23E+12,2.32E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,2.03E+12,3.40E+12,1.65E+13,1.76E+13,1.90E+13,1.97E+13,1.85E+13,1.85E+13,2.05E+13,2.25E+13,2.30E+13,..
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,1.18E+12,2.29E+12,6.09E+12,6.15E+12,6.30E+12,6.43E+12,5.53E+12,5.40E+12,6.00E+12,5.82E+12,5.73E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,1.08E+12,2.09E+12,5.59E+12,5.63E+12,5.76E+12,5.89E+12,5.01E+12,4.87E+12,5.43E+12,5.23E+12,5.15E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1.11E+12,2.18E+12,5.89E+12,5.94E+12,6.09E+12,6.21E+12,5.30E+12,5.16E+12,5.76E+12,5.58E+12,5.49E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,1.64E+11,2.19E+11,7.79E+11,8.26E+11,9.02E+11,9.74E+11,9.66E+11,9.51E+11,1.03E+12,1.07E+12,1.12E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,3.65E+12,5.96E+12,2.43E+13,2.59E+13,2.74E+13,2.85E+13,2.71E+13,2.72E+13,2.99E+13,3.18E+13,3.27E+13,..
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,1.09E+11,1.34E+11,4.28E+11,4.50E+11,4.93E+11,5.27E+11,5.34E+11,4.89E+11,5.03E+11,5.18E+11,5.42E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,8.71E+11,1.22E+12,4.42E+12,4.67E+12,4.92E+12,5.23E+12,5.18E+12,5.36E+12,5.77E+12,6.01E+12,6.33E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,5.51E+11,9.67E+11,3.28E+12,3.58E+12,3.55E+12,3.57E+12,3.14E+12,3.16E+12,3.27E+12,3.57E+12,3.65E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,..,4.52E+11,1.57E+12,1.73E+12,1.62E+12,1.60E+12,1.44E+12,1.46E+12,1.44E+12,1.52E+12,..,..
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,4.47E+11,1.56E+12,1.72E+12,1.61E+12,1.59E+12,1.43E+12,1.44E+12,1.42E+12,1.50E+12,..,..
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,3.55E+12,5.83E+12,2.38E+13,2.55E+13,2.69E+13,2.80E+13,2.65E+13,2.67E+13,2.94E+13,3.13E+13,3.22E+13,..
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,6.56E+12,1.10E+13,1.73E+13,1.80E+13,1.86E+13,1.93E+13,1.98E+13,2.03E+13,2.12E+13,2.23E+13,2.32E+13,..
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,1.88E+13,2.75E+13,4.85E+13,4.84E+13,4.91E+13,5.01E+13,4.73E+13,4.82E+13,5.03E+13,5.32E+13,5.37E+13,..
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,54720419608,91292277740,3.97E+11,4.14E+11,4.32E+11,4.47E+11,3.71E+11,3.66E+11,3.99E+11,4.42E+11,4.32E+11,..
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,2343530367,3460016615,7737574651,8223336840,8544448804,9271534114,9049548346,9475857773,10212875641,10667782838,10634784073,..
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,1.84E+13,2.63E+13,4.57E+13,4.56E+13,4.61E+13,4.70E+13,4.45E+13,4.55E+13,4.75E+13,5.03E+13,5.08E+13,..
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,1.98E+11,2.44E+11,1.18E+12,1.30E+12,1.43E+12,1.51E+12,1.34E+12,1.22E+12,1.27E+12,1.34E+12,1.40E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,74985438895,1.29E+11,4.74E+11,4.95E+11,5.14E+11,5.31E+11,4.53E+11,4.45E+11,4.81E+11,5.28E+11,5.20E+11,..
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,4.07E+11,6.30E+11,2.27E+12,2.30E+12,2.36E+12,2.58E+12,2.70E+12,2.92E+12,3.35E+12,3.45E+12,3.59E+12,..
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,4.07E+11,6.30E+11,2.27E+12,2.30E+12,2.36E+12,2.58E+12,2.70E+12,2.92E+12,3.35E+12,3.45E+12,3.59E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,3.40E+11,4.00E+11,1.55E+12,1.64E+12,1.74E+12,1.81E+12,1.66E+12,1.54E+12,1.64E+12,1.72E+12,1.77E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,3.37E+11,3.95E+11,1.54E+12,1.62E+12,1.73E+12,1.79E+12,1.65E+12,1.53E+12,1.63E+12,1.71E+12,1.75E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,3.40E+11,4.00E+11,1.55E+12,1.64E+12,1.74E+12,1.81E+12,1.66E+12,1.54E+12,1.64E+12,1.72E+12,1.77E+12,..
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2.68E+12,4.61E+12,1.94E+13,2.08E+13,2.20E+13,2.27E+13,2.14E+13,2.13E+13,2.36E+13,2.53E+13,2.58E+13,..
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,2.26E+13,3.36E+13,7.35E+13,7.52E+13,7.73E+13,7.95E+13,7.52E+13,7.64E+13,8.13E+13,8.64E+13,8.78E+13,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/16/2020,,,,,,,,,,,,,,,
